pid,plabel,item_id,bloom,position,code,n_turns,answer,key,correct,idk,adopt_delta_s,llm_answer,answer_form,mapping_difficulty,extract_confidence,excerpt,cat,llm_committed,llm_correct,adopted,prompt_chars,verbatim_paste,asked_reasoning,bare_answer_demand
P145,P46,pcp_eval_fa_10,Evaluate,4,FULL_OUTSOURCING,1,E,A,0,True,23.623,,descriptive,unmappable,high,far too cluttered / overplotting (matches no option),eval,False,,,30,True,False,False
P145,P46,pcp_ana_fa_2,Analyze,6,FULL_OUTSOURCING,1,B,B,1,False,22.788,B,descriptive,nontrivial,high,Answer: the second scatterplot from the left.,ana,True,1.0,1.0,86,True,False,False
P146,P47,pcp_ana_fa_2,Analyze,0,FULL_OUTSOURCING,2,B,B,1,False,9.631,B,descriptive,nontrivial,high,T2: Select the 2nd scatterplot from the left.,ana,True,1.0,1.0,254,True,False,False
P146,P47,pcp_und_fa_2,Understand,1,FULL_OUTSOURCING,2,A,B,0,False,10.892,B,descriptive,nontrivial,high,the middle and right axes swapped,und,True,1.0,0.0,328,True,False,False
P146,P47,pcp_rem_fa_1,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,3.116,A,descriptive,trivial,high,Yes. ...a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P146,P47,pcp_und_fa_1,Understand,3,FULL_OUTSOURCING,1,B,B,1,False,36.606,B,descriptive,trivial,high,the carbohydrate (g) axis is reversed,und,True,1.0,1.0,82,True,False,False
P146,P47,pcp_ana_fa_1,Analyze,4,FULL_OUTSOURCING,1,C,D,0,False,19.052,C,clean_option,,high,"C. (user restricted the menu to A,B or C; correct D not offered)",ana,True,0.0,1.0,176,True,False,False
P146,P47,pcp_eval_fa_10,Evaluate,5,FULL_OUTSOURCING,2,B,A,0,False,14.123,B,clean_option,,high,"T2: if you must pick from those options, b) the axis title is missing is the closest (user-mangled options)",eval,True,0.0,1.0,123,True,False,False
P146,P47,pcp_rem_fa_2,Remember,6,FULL_OUTSOURCING,2,A,A,1,False,2.803,A,descriptive,trivial,high,T2: Yes.,rem,True,1.0,1.0,80,True,False,False
P146,P47,pcp_eval_fa_11,Evaluate,7,FULL_OUTSOURCING,1,B,A,0,False,6.528,B,clean_option,,high,b) the axis ticks are missing.,eval,True,0.0,1.0,142,True,False,False
P151,P48,pcp_eval_fa_10,Evaluate,0,FULL_OUTSOURCING,1,C,A,0,False,54.467,,descriptive,unmappable,high,too cluttered/overplotted (matches no option),eval,False,,,30,True,False,False
P151,P48,pcp_ana_fa_1,Analyze,1,FULL_OUTSOURCING,1,D,D,1,False,46.099,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,167,True,False,False
P151,P48,pcp_eval_fa_11,Evaluate,2,FULL_OUTSOURCING,1,E,A,0,True,29.528,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,33,True,False,False
P151,P48,pcp_und_fa_1,Understand,3,FULL_OUTSOURCING,1,B,B,1,False,45.196,B,descriptive,trivial,high,chart (b) has the carbohydrate axis reversed/inverted,und,True,1.0,1.0,82,True,False,False
P151,P48,pcp_rem_fa_1,Remember,4,FULL_OUTSOURCING,1,A,A,1,False,5.198,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P151,P48,pcp_rem_fa_2,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,7.495,A,descriptive,trivial,high,Yes. ...characteristic of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P151,P48,pcp_ana_fa_2,Analyze,6,FULL_OUTSOURCING,1,B,B,1,False,45.009,B,descriptive,nontrivial,high,that is the second scatterplot from the left.,ana,True,1.0,1.0,86,True,False,False
P151,P48,pcp_und_fa_2,Understand,7,FULL_OUTSOURCING,2,A,B,0,False,4.255,B,descriptive,nontrivial,high,the middle and right axes are swapped,und,True,1.0,0.0,98,True,False,False
P154,P49,pcp_rem_fa_2,Remember,0,FULL_OUTSOURCING,1,A,A,1,False,11.383,A,descriptive,trivial,high,Yes. ...characteristic of a parallel coordinates plot.,rem,True,1.0,1.0,49,True,False,False
P154,P49,pcp_ana_fa_2,Analyze,1,FULL_OUTSOURCING,2,B,B,1,False,2.693,B,clean_option,,high,T2: B.,ana,True,1.0,1.0,99,True,False,False
P154,P49,pcp_eval_fa_11,Evaluate,2,FULL_OUTSOURCING,1,C,A,0,False,38.314,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,33,True,False,False
P154,P49,pcp_ana_fa_1,Analyze,3,FULL_OUTSOURCING,1,D,D,1,False,4.608,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,167,True,False,False
P154,P49,pcp_und_fa_2,Understand,4,FULL_OUTSOURCING,1,C,B,0,False,14.913,B,descriptive,nontrivial,high,chart (b) swaps the middle and right axes,und,True,1.0,0.0,82,True,False,False
P154,P49,pcp_rem_fa_1,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,11.484,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P154,P49,pcp_und_fa_1,Understand,6,FULL_OUTSOURCING,2,B,B,1,False,4.571,B,descriptive,trivial,high,T2: The carbohydrate axis. The fat axis looks the same in both charts.,und,True,1.0,1.0,136,True,False,False
P154,P49,pcp_eval_fa_10,Evaluate,7,FULL_OUTSOURCING,1,A,A,1,False,86.843,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,47,True,False,False
P157,P50,pcp_und_fa_1,Understand,0,FULL_OUTSOURCING,1,B,B,1,False,14.502,B,descriptive,trivial,high,the carbohydrate axis in chart (b) is reversed/inverted,und,True,1.0,1.0,23,False,False,False
P157,P50,pcp_und_fa_2,Understand,1,FULL_OUTSOURCING,1,B,B,1,False,29.026,B,descriptive,nontrivial,high,the middle and right axes are swapped,und,True,1.0,1.0,17,False,False,False
P157,P50,pcp_rem_fa_2,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,6.716,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot,rem,True,1.0,1.0,6,False,False,False
P157,P50,pcp_ana_fa_1,Analyze,3,VERIFICATION_ONLY,1,D,D,1,False,21.091,D,clean_option,,high,No - the best choice is D. (corrects user candidate C),ana,True,1.0,1.0,8,False,False,False
P157,P50,pcp_rem_fa_1,Remember,4,FULL_OUTSOURCING,1,A,A,1,False,5.807,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot,rem,True,1.0,1.0,6,False,False,False
P157,P50,pcp_eval_fa_11,Evaluate,5,VERIFICATION_ONLY,2,A,A,1,False,7.842,A,descriptive,trivial,low,"T2 flip-flop: 'A is not the best choice' then 'if that's what A says, then yes, A would be correct'",eval,True,1.0,1.0,64,False,False,False
P157,P50,pcp_eval_fa_10,Evaluate,6,VERIFICATION_ONLY,1,A,A,1,False,17.46,A,descriptive,trivial,med,Yes - the likely issue is the legend/color scale (validates candidate; also pushes clutter as stronger),eval,True,1.0,1.0,34,False,False,False
P157,P50,pcp_ana_fa_2,Analyze,7,FULL_OUTSOURCING,1,B,B,1,False,10.512,B,descriptive,nontrivial,high,the second image from the left ... the 2nd scatterplot,ana,True,1.0,1.0,12,False,False,False
P158,P51,pcp_eval_fa_11,Evaluate,0,FULL_OUTSOURCING,1,A,A,1,False,7.456,,descriptive,unmappable,high,overplotting (matches no option),eval,False,,,33,True,False,False
P158,P51,pcp_ana_fa_2,Analyze,2,FULL_OUTSOURCING,1,B,B,1,False,10.331,B,descriptive,nontrivial,high,the second scatterplot from the left ... the second image,ana,True,1.0,1.0,86,True,False,False
P158,P51,pcp_rem_fa_2,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,3.46,A,descriptive,trivial,high,Yes. ...defining structure of a parallel coordinates plot.,rem,True,1.0,1.0,51,True,False,False
P159,P52,pcp_ana_fa_2,Analyze,0,FULL_OUTSOURCING,2,B,B,1,False,43.692,B,clean_option,,high,That matches B ... the answer is B (with requested explanation),ana,True,1.0,1.0,203,True,True,False
P159,P52,pcp_rem_fa_2,Remember,2,FULL_OUTSOURCING,2,A,A,1,False,9.321,A,descriptive,trivial,high,Yes. (reaffirmed under epistemic probe),rem,True,1.0,1.0,105,True,False,False
P159,P52,pcp_eval_fa_11,Evaluate,5,FULL_OUTSOURCING,1,A,A,1,False,24.002,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,30,False,False,False
P159,P52,pcp_rem_fa_1,Remember,6,FULL_OUTSOURCING,1,A,A,1,False,5.097,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P162,P53,pcp_und_fa_2,Understand,0,VERIFICATION_ONLY,1,A,B,0,False,6.566,,descriptive,unmappable,med,misreads bare 'a' as chart (a); describes cluster separation - no option content,und,False,,,1,False,False,False
P162,P53,pcp_rem_fa_2,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,7.407,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot,rem,True,1.0,1.0,45,True,False,False
P162,P53,pcp_eval_fa_10,Evaluate,3,FULL_OUTSOURCING,2,A,A,1,False,5.245,,descriptive,unmappable,high,T1 scaling/clutter (no option); T2 says legend IS properly labeled (excludes A),eval,False,,,66,False,False,False
P162,P53,pcp_ana_fa_1,Analyze,4,FULL_OUTSOURCING,1,D,D,1,False,6.38,D,clean_option,,high,So the answer is D.,ana,True,1.0,1.0,167,True,False,False
P162,P53,pcp_und_fa_1,Understand,5,FULL_OUTSOURCING,2,B,B,1,False,9.978,B,clean_option,,high,T2: b) The carbohydrate(g) axis is flipped,und,True,1.0,1.0,196,True,False,False
P162,P53,pcp_ana_fa_2,Analyze,6,FULL_OUTSOURCING,2,E,B,0,True,26.175,,no_answer,,high,needs the images (twice); no recommendation,ana,False,,,99,True,False,False
P162,P53,pcp_rem_fa_1,Remember,7,FULL_OUTSOURCING,1,A,A,1,False,10.132,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P164,P54,pcp_ana_fa_2,Analyze,1,FULL_OUTSOURCING,1,B,B,1,False,6.513,B,descriptive,nontrivial,high,the second scatterplot from the left ... the 2nd image,ana,True,1.0,1.0,26,False,False,False
P164,P54,pcp_und_fa_1,Understand,2,FULL_OUTSOURCING,1,B,B,1,False,4.972,B,descriptive,trivial,high,the carbohydrate axis is inverted/reversed,und,True,1.0,1.0,26,False,False,False
P164,P54,pcp_rem_fa_1,Remember,3,FULL_OUTSOURCING,1,A,A,1,False,5.085,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,15,False,False,False
P164,P54,pcp_und_fa_2,Understand,4,FULL_OUTSOURCING,1,B,B,1,False,7.49,B,descriptive,nontrivial,high,chart (b) swaps the last two variables,und,True,1.0,1.0,15,False,False,False
P164,P54,pcp_rem_fa_2,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,4.528,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,15,False,False,False
P164,P54,pcp_ana_fa_1,Analyze,6,FULL_OUTSOURCING,1,A,D,0,False,60.822,D,clean_option,,high,So: D.,ana,True,1.0,0.0,15,False,False,False
P164,P54,pcp_eval_fa_10,Evaluate,7,FULL_OUTSOURCING,1,B,A,0,False,22.815,,descriptive,unmappable,high,axes not on same meaningful scale + clutter (matches no option),eval,False,,,14,False,False,False
P168,P55,pcp_eval_fa_11,Evaluate,0,FULL_OUTSOURCING,1,E,A,0,True,32.6,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,33,True,False,False
P168,P55,pcp_rem_fa_2,Remember,1,FULL_OUTSOURCING,1,A,A,1,False,2.15,A,descriptive,trivial,high,Yes. ...defining structure of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P168,P55,pcp_ana_fa_1,Analyze,6,FULL_OUTSOURCING,1,D,D,1,False,2.81,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,167,True,False,False
P171,P56,pcp_ana_fa_2,Analyze,0,FULL_OUTSOURCING,1,B,B,1,False,27.413,B,descriptive,nontrivial,high,The correct choice is the second scatterplot from the left ... the 2nd plot,ana,True,1.0,1.0,26,False,False,False
P171,P56,pcp_rem_fa_2,Remember,1,FULL_OUTSOURCING,1,A,A,1,False,5.24,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,19,False,False,False
P171,P56,pcp_und_fa_1,Understand,2,FULL_OUTSOURCING,1,B,B,1,False,13.713,B,descriptive,trivial,high,the carbohydrate axis is reversed,und,True,1.0,1.0,19,False,False,False
P171,P56,pcp_ana_fa_1,Analyze,3,FULL_OUTSOURCING,1,D,D,1,False,9.726,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,19,False,False,False
P171,P56,pcp_rem_fa_1,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,4.042,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot,rem,True,1.0,1.0,19,False,False,False
P179,P57,pcp_und_fa_1,Understand,0,FULL_OUTSOURCING,1,B,B,1,False,13.128,B,descriptive,trivial,high,the carbohydrate axis ... is reversed/inverted,und,True,1.0,1.0,46,True,False,False
P179,P57,pcp_eval_fa_10,Evaluate,1,FULL_OUTSOURCING,4,D,A,0,False,16.626,D,clean_option,,high,T4: 'Nothing is wrong with the chart' ... is likely the best multiple-choice answer,eval,True,0.0,1.0,196,True,False,False
P179,P57,pcp_eval_fa_11,Evaluate,2,FULL_OUTSOURCING,2,A,A,1,False,8.586,A,descriptive,trivial,high,T2: Yes - the legend colors don't match the line colors (endorses user candidate A),eval,True,1.0,1.0,146,True,False,False
P179,P57,pcp_und_fa_2,Understand,3,FULL_OUTSOURCING,1,B,B,1,False,13.207,B,descriptive,nontrivial,high,rearranging the middle and right axes,und,True,1.0,1.0,42,False,False,False
P179,P57,pcp_ana_fa_1,Analyze,4,FULL_OUTSOURCING,1,D,D,1,False,23.576,D,clean_option,,high,So the answer is D.,ana,True,1.0,1.0,107,True,False,False
P179,P57,pcp_rem_fa_1,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,6.257,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P179,P57,pcp_rem_fa_2,Remember,6,FULL_OUTSOURCING,1,A,A,1,False,4.663,A,descriptive,trivial,high,Yes. This is a plot - specifically a parallel coordinates plot.,rem,True,1.0,1.0,15,False,False,False
P179,P57,pcp_ana_fa_2,Analyze,7,FULL_OUTSOURCING,1,B,B,1,False,19.218,B,descriptive,nontrivial,high,the second scatterplot from the left ... the 2nd one,ana,True,1.0,1.0,70,True,False,False
P180,P58,pcp_ana_fa_2,Analyze,0,FULL_OUTSOURCING,1,B,B,1,False,10.411,B,descriptive,nontrivial,high,the second image from the left,ana,True,1.0,1.0,86,True,False,False
P180,P58,pcp_ana_fa_1,Analyze,1,FULL_OUTSOURCING,1,D,D,1,False,7.995,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,167,True,False,False
P180,P58,pcp_rem_fa_2,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,13.517,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot,rem,True,1.0,1.0,50,True,False,False
P180,P58,pcp_und_fa_2,Understand,3,FULL_OUTSOURCING,1,C,B,0,False,40.651,B,descriptive,nontrivial,high,the middle and right axes are swapped,und,True,1.0,0.0,82,True,False,False
P180,P58,pcp_und_fa_1,Understand,4,FULL_OUTSOURCING,1,B,B,1,False,6.99,B,descriptive,trivial,high,the carbohydrate axis is flipped/inverted,und,True,1.0,1.0,82,True,False,False
P180,P58,pcp_rem_fa_1,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,8.793,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P180,P58,pcp_eval_fa_10,Evaluate,6,FULL_OUTSOURCING,1,A,A,1,False,31.801,,descriptive,unmappable,high,overplotting + normalization unclear (matches no option),eval,False,,,30,True,False,False
P180,P58,pcp_eval_fa_11,Evaluate,7,FULL_OUTSOURCING,2,B,A,0,False,9.396,,descriptive,unmappable,high,clutter + normalized axes (matches no option),eval,False,,,44,True,False,False
P187,P60,pcp_ana_fa_1,Analyze,4,FULL_OUTSOURCING,1,B,D,0,False,81.095,,no_answer,,high,please upload the chart image and the question/options,ana,False,,,38,False,False,False
P188,P61,pcp_eval_fa_11,Evaluate,0,FULL_OUTSOURCING,2,A,A,1,False,12.857,,descriptive,unmappable,high,Overplotting / clutter (matches no option; stated twice),eval,False,,,50,False,False,False
P188,P61,pcp_ana_fa_1,Analyze,1,FULL_OUTSOURCING,1,D,D,1,False,4.832,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,27,False,False,False
P188,P61,pcp_rem_fa_2,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,4.511,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,27,False,False,False
P188,P61,pcp_und_fa_2,Understand,3,FULL_OUTSOURCING,1,D,B,0,True,19.081,B,descriptive,nontrivial,high,the middle and right axes are swapped,und,True,1.0,0.0,27,False,False,False
P188,P61,pcp_und_fa_1,Understand,4,FULL_OUTSOURCING,2,B,B,1,False,24.584,B,descriptive,nontrivial,med,T2: choose whichever one mentions that inversion (letter unresolved by assistant),und,True,1.0,1.0,47,False,False,False
P188,P61,pcp_eval_fa_10,Evaluate,5,FULL_OUTSOURCING,2,E,A,0,True,15.043,,descriptive,unmappable,high,clutter; T2: can't tell which letter without seeing the choices,eval,False,,,58,False,False,False
P188,P61,pcp_ana_fa_2,Analyze,6,FULL_OUTSOURCING,2,E,B,0,True,19.0,B,descriptive,nontrivial,high,The 2nd scatterplot from the left (stated twice),ana,True,1.0,0.0,113,True,False,False
P188,P61,pcp_rem_fa_1,Remember,7,FULL_OUTSOURCING,3,A,A,1,False,2.932,A,descriptive,trivial,high,T3: is it yes or no? -> Yes.,rem,True,1.0,1.0,129,False,False,False
P191,P62,pcp_eval_fa_10,Evaluate,0,FULL_OUTSOURCING,1,D,A,0,False,47.671,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,31,True,False,False
P191,P62,pcp_ana_fa_2,Analyze,1,FULL_OUTSOURCING,2,B,B,1,False,4.776,B,descriptive,nontrivial,high,Answer: the second scatterplot from the left. T2 confirms,ana,True,1.0,1.0,110,True,False,False
P191,P62,pcp_rem_fa_1,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,10.248,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P192,P63,pcp_und_fa_2,Understand,0,FULL_OUTSOURCING,3,B,B,1,False,2.827,B,descriptive,trivial,high,T3: Yes. The Malaria cases (2013) and Poverty Rate (2006) axes are swapped/reordered.,und,True,1.0,1.0,89,False,False,True
P192,P63,pcp_eval_fa_10,Evaluate,2,FULL_OUTSOURCING,6,A,A,1,False,13.022,A,descriptive,trivial,med,"T3: is color legend properly labeled? -> No ... not very clear (T4 softens: not missing, label uninformative)",eval,True,1.0,1.0,165,False,False,False
P192,P63,pcp_ana_fa_1,Analyze,3,FULL_OUTSOURCING,1,D,D,1,False,12.889,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,167,True,False,False
P192,P63,pcp_ana_fa_2,Analyze,4,FULL_OUTSOURCING,1,E,B,0,True,47.613,B,descriptive,nontrivial,high,the second scatterplot from the left ... the 2nd image,ana,True,1.0,0.0,86,True,False,False
P194,P64,pcp_eval_fa_10,Evaluate,2,FULL_OUTSOURCING,1,A,A,1,False,49.145,,descriptive,unmappable,high,too cluttered / overplotting (matches no option),eval,False,,,14,False,False,False
P194,P64,pcp_ana_fa_2,Analyze,5,FULL_OUTSOURCING,1,B,B,1,False,36.978,B,descriptive,nontrivial,high,the second image ... the second scatterplot,ana,True,1.0,1.0,16,False,False,False
P204,P66,pcp_rem_fa_1,Remember,0,CONCEPT_SUPPORT,1,A,A,1,False,46.894,,no_answer,,high,concept: what a parallel coordinates plot looks like,rem,False,,,48,False,False,False
P204,P66,pcp_eval_fa_10,Evaluate,1,FULL_OUTSOURCING,2,B,A,0,False,59.95,,descriptive,unmappable,high,T2: far too cluttered / overplotting (matches no option),eval,False,,,57,False,False,False
P204,P66,pcp_rem_fa_2,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,6.137,A,descriptive,trivial,high,Yes. ...defining structure of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P204,P66,pcp_ana_fa_2,Analyze,3,FULL_OUTSOURCING,1,D,B,0,False,34.88,C,descriptive,nontrivial,high,The 3rd scatterplot from the left ... overall the 3rd image (reasoning describes 2nd-image content),ana,True,0.0,0.0,86,True,False,False
P204,P66,pcp_und_fa_2,Understand,4,FULL_OUTSOURCING,1,B,B,1,False,26.651,B,descriptive,nontrivial,high,chart (b) swaps the last two variables,und,True,1.0,1.0,82,True,False,False
P204,P66,pcp_ana_fa_1,Analyze,5,FULL_OUTSOURCING,1,A,D,0,False,11.818,D,clean_option,,high,The best choice is D.,ana,True,1.0,0.0,167,True,False,False
P204,P66,pcp_und_fa_1,Understand,6,FULL_OUTSOURCING,1,C,B,0,False,4.623,B,descriptive,trivial,high,the carbohydrate axis is reversed,und,True,1.0,0.0,82,True,False,False
P204,P66,pcp_eval_fa_11,Evaluate,7,FULL_OUTSOURCING,1,B,A,0,False,11.785,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,33,True,False,False
